Anfangszeit - hh:mm:ss.ms	Anfangszeit - ss.msec	Endzeit - hh:mm:ss.ms	Endzeit - ss.msec	Dauer - hh:mm:ss.ms	Dauer - ss.msec	id@	tx@	mb@	ge@	ps@	ft@	nt@	sound@	graid
00:01:36.420	96.42	00:01:36.838	96.838	00:00:00.418	0.418	280117_10_Hamid_Clandividing 025	iihinʌyi,				as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	rn_adp=pro.h:g
00:01:36.420	96.42	00:01:36.524	96.524	00:00:00.104	0.104	280117_10_Hamid_Clandividing 025	iihinʌyi,	V=	dir=	clitic=	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	rn_adp=pro.h:g
00:01:36.524	96.524	00:01:36.629	96.629	00:00:00.105	0.105	280117_10_Hamid_Clandividing 025	iihinʌyi,	ihinʌ	3pl	pron	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	rn_adp=pro.h:g
00:01:36.629	96.629	00:01:36.733	96.733	00:00:00.104	0.104	280117_10_Hamid_Clandividing 025	iihinʌyi,	-y	-EP	-Sfx	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	rn_adp=pro.h:g
00:01:36.733	96.733	00:01:36.838	96.838	00:00:00.105	0.105	280117_10_Hamid_Clandividing 025	iihinʌyi,	=I	=SEL	=clitic	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	rn_adp=pro.h:g
00:01:36.838	96.838	00:01:37.256	97.256	00:00:00.418	0.418	280117_10_Hamid_Clandividing 025	#	#	#	#	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	#ac
00:01:37.256	97.256	00:01:37.674	97.674	00:00:00.418	0.418	280117_10_Hamid_Clandividing 025	ayɪna	ayɪna	when	adv	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	other
00:01:37.674	97.674	00:01:38.093	98.093	00:00:00.419	0.419	280117_10_Hamid_Clandividing 025	caa	caa	go.with	v:INS	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	v:pred
00:01:38.093	98.093	00:01:38.511	98.511	00:00:00.418	0.418	280117_10_Hamid_Clandividing 025	kʌt̪ukweel				as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	rv_svc
00:01:38.093	98.093	00:01:38.232	98.232	00:00:00.139	0.139	280117_10_Hamid_Clandividing 025	kʌt̪ukweel	k(V)-	SG-	Pfx-	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	rv_svc
00:01:38.232	98.232	00:01:38.371	98.371	00:00:00.139	0.139	280117_10_Hamid_Clandividing 025	kʌt̪ukweel	ʌt̪ukwʌ	hunt	v	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	rv_svc
00:01:38.371	98.371	00:01:38.511	98.511	00:00:00.140	0.14	280117_10_Hamid_Clandividing 025	kʌt̪ukweel	-Vl	-MID	-Sfx	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	rv_svc
00:01:38.511	98.511	00:01:38.929	98.929	00:00:00.418	0.418	280117_10_Hamid_Clandividing 025	ayɪn	ayɪn	toward	prep	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	adp
00:01:38.929	98.929	00:01:39.347	99.347	00:00:00.418	0.418	280117_10_Hamid_Clandividing 025	loyi				as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	np:
00:01:38.929	98.929	00:01:39.138	99.138	00:00:00.209	0.209	280117_10_Hamid_Clandividing 025	loyi	lo	far	adv	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	np:
00:01:39.138	99.138	00:01:39.347	99.347	00:00:00.209	0.209	280117_10_Hamid_Clandividing 025	loyi	=I	=SEL	=clitic	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	np:
00:01:39.347	99.347	00:01:39.766	99.766	00:00:00.419	0.419	280117_10_Hamid_Clandividing 025	%	%	%	%	as for the Tima, their magician, when they went hunting far	sehr verschachtelter Satz, ## und # müsste man noch mal diskutieren; the first dislocated topic has no function in the syntax of the main clause, but in the subordinate clause; the second dt is taken up by a pronoun in the following; original transcript ihinʌyi	280117_10_Hamid_Clandividing.WAV 94.329 99.766	%
00:01:39.797	99.797	00:01:40.603	100.603	00:00:00.806	0.806	280117_10_Hamid_Clandividing 026	pɨnʌ	pɨnʌ	3sg	pron	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	nc
00:01:40.603	100.603	00:01:41.409	101.409	00:00:00.806	0.806	280117_10_Hamid_Clandividing 026	cɪkɪ...	cɪkɪ...	***	***	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	nc
00:01:41.409	101.409	00:01:42.215	102.215	00:00:00.806	0.806	280117_10_Hamid_Clandividing 026	pɨnʌ	pɨnʌ	3sg	pron	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	pro.h:a
00:01:42.215	102.215	00:01:43.022	103.022	00:00:00.807	0.807	280117_10_Hamid_Clandividing 026	cɪ	cɪ	go	v	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	lv_svc
00:01:43.022	103.022	00:01:43.828	103.828	00:00:00.806	0.806	280117_10_Hamid_Clandividing 026	kumun	umun	find	v	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	v:pred
00:01:43.828	103.828	00:01:44.634	104.634	00:00:00.806	0.806	280117_10_Hamid_Clandividing 026	kihinʌ				he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	np:p=rn_dem1
00:01:43.828	103.828	00:01:44.096	104.096	00:00:00.268	0.268	280117_10_Hamid_Clandividing 026	kihinʌ	k(V)-	SG-	Pfx-	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	np:p=rn_dem1
00:01:44.096	104.096	00:01:44.365	104.365	00:00:00.269	0.269	280117_10_Hamid_Clandividing 026	kihinʌ	hi	place	n	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	np:p=rn_dem1
00:01:44.365	104.365	00:01:44.634	104.634	00:00:00.269	0.269	280117_10_Hamid_Clandividing 026	kihinʌ	=nA	=DEM.PROX	=clitic	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	np:p=rn_dem1
00:01:44.634	104.634	00:01:45.440	105.44	00:00:00.806	0.806	280117_10_Hamid_Clandividing 026	ulumuriki				he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	rn_adp=np:l
00:01:44.634	104.634	00:01:44.835	104.835	00:00:00.201	0.201	280117_10_Hamid_Clandividing 026	ulumuriki	V=	DIR=	clitic=	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	rn_adp=np:l
00:01:44.835	104.835	00:01:45.037	105.037	00:00:00.202	0.202	280117_10_Hamid_Clandividing 026	ulumuriki	l(V)-	LOC-	Pfx-	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	rn_adp=np:l
00:01:45.037	105.037	00:01:45.238	105.238	00:00:00.201	0.201	280117_10_Hamid_Clandividing 026	ulumuriki	murik	Tima	pn	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	rn_adp=np:l
00:01:45.238	105.238	00:01:45.440	105.44	00:00:00.202	0.202	280117_10_Hamid_Clandividing 026	ulumuriki	=I	=SEL	=clitic	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	rn_adp=np:l
00:01:45.440	105.44	00:01:46.247	106.247	00:00:00.807	0.807	280117_10_Hamid_Clandividing 026	amal				he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	other:pred
00:01:45.440	105.44	00:01:45.843	105.843	00:00:00.403	0.403	280117_10_Hamid_Clandividing 026	amal	a-	STAT.SG-	PART-	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	other:pred
00:01:45.843	105.843	00:01:46.247	106.247	00:00:00.404	0.404	280117_10_Hamid_Clandividing 026	amal	mal	good	adj	he went to... went to find the Tima place suitable	original transcript lumuriki	280117_10_Hamid_Clandividing.WAV 99.797 106.247	other:pred
00:01:46.722	106.722	00:01:47.508	107.508	00:00:00.786	0.786	280117_10_Hamid_Clandividing 027	##	##	##	##	well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	##
00:01:47.508	107.508	00:01:48.294	108.294	00:00:00.786	0.786	280117_10_Hamid_Clandividing 027	wʌ	wʌ	and	conj	well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	other
00:01:48.294	108.294	00:01:49.080	109.08	00:00:00.786	0.786	280117_10_Hamid_Clandividing 027	kihinʌ				well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	np:dt=rn_dem1
00:01:48.294	108.294	00:01:48.556	108.556	00:00:00.262	0.262	280117_10_Hamid_Clandividing 027	kihinʌ	k(V)-	SG-	Pfx-	well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	np:dt=rn_dem1
00:01:48.556	108.556	00:01:48.818	108.818	00:00:00.262	0.262	280117_10_Hamid_Clandividing 027	kihinʌ	hi	place	n	well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	np:dt=rn_dem1
00:01:48.818	108.818	00:01:49.080	109.08	00:00:00.262	0.262	280117_10_Hamid_Clandividing 027	kihinʌ	=nA	=DEM.PROX	=clitic	well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	np:dt=rn_dem1
00:01:49.080	109.08	00:01:49.866	109.866	00:00:00.786	0.786	280117_10_Hamid_Clandividing 027	ukujuurnʌ				well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	rn_adp=np.h:g=rn_dem1
00:01:49.080	109.08	00:01:49.276	109.276	00:00:00.196	0.196	280117_10_Hamid_Clandividing 027	ukujuurnʌ	V=	DIR=	clitic=	well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	rn_adp=np.h:g=rn_dem1
00:01:49.276	109.276	00:01:49.473	109.473	00:00:00.197	0.197	280117_10_Hamid_Clandividing 027	ukujuurnʌ	k(V)-	SG-	Pfx-	well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	rn_adp=np.h:g=rn_dem1
00:01:49.473	109.473	00:01:49.669	109.669	00:00:00.196	0.196	280117_10_Hamid_Clandividing 027	ukujuurnʌ	juur	magician	n	well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	rn_adp=np.h:g=rn_dem1
00:01:49.669	109.669	00:01:49.866	109.866	00:00:00.197	0.197	280117_10_Hamid_Clandividing 027	ukujuurnʌ	=nA	=DEM.PROX	=clitic	well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	rn_adp=np.h:g=rn_dem1
00:01:49.866	109.866	00:01:50.652	110.652	00:00:00.786	0.786	280117_10_Hamid_Clandividing 027	ɪɪmaadaŋɪ				well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	rn_adp=np.h:g
00:01:49.866	109.866	00:01:50.062	110.062	00:00:00.196	0.196	280117_10_Hamid_Clandividing 027	ɪɪmaadaŋɪ	V=	DIR=	clitic=	well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	rn_adp=np.h:g
00:01:50.062	110.062	00:01:50.259	110.259	00:00:00.197	0.197	280117_10_Hamid_Clandividing 027	ɪɪmaadaŋɪ	I-	PL-	Pfx-	well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	rn_adp=np.h:g
00:01:50.259	110.259	00:01:50.455	110.455	00:00:00.196	0.196	280117_10_Hamid_Clandividing 027	ɪɪmaadaŋɪ	maadaŋ	Katla	pn	well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	rn_adp=np.h:g
00:01:50.455	110.455	00:01:50.652	110.652	00:00:00.197	0.197	280117_10_Hamid_Clandividing 027	ɪɪmaadaŋɪ	=I	=SEL	=clitic	well, this place of the Katla magician	also this dt is taken up again in the following; [wʌʌʌ]	280117_10_Hamid_Clandividing.WAV 106.722 110.652	rn_adp=np.h:g
00:01:50.652	110.652	00:01:51.184	111.184	00:00:00.532	0.532	280117_10_Hamid_Clandividing 028	ihinʌ	ihinʌ	3pl	pron	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	pro.h:a
00:01:51.184	111.184	00:01:51.717	111.717	00:00:00.533	0.533	280117_10_Hamid_Clandividing 028	cɪ	cɪ	go	v	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	lv_svc
00:01:51.717	111.717	00:01:52.249	112.249	00:00:00.532	0.532	280117_10_Hamid_Clandividing 028	kumunuŋ				they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	v:pred
00:01:51.717	111.717	00:01:51.983	111.983	00:00:00.266	0.266	280117_10_Hamid_Clandividing 028	kumunuŋ	kumun	find	v	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	v:pred
00:01:51.983	111.983	00:01:52.249	112.249	00:00:00.266	0.266	280117_10_Hamid_Clandividing 028	kumunuŋ	-Vŋ	-VENT	-Sfx	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	v:pred
00:01:52.249	112.249	00:01:52.782	112.782	00:00:00.533	0.533	280117_10_Hamid_Clandividing 028	kihiyaa				they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	np:p=rn_dem2
00:01:52.249	112.249	00:01:52.426	112.426	00:00:00.177	0.177	280117_10_Hamid_Clandividing 028	kihiyaa	k(V)-	SG-	Pfx-	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	np:p=rn_dem2
00:01:52.426	112.426	00:01:52.604	112.604	00:00:00.178	0.178	280117_10_Hamid_Clandividing 028	kihiyaa	hi	place	n	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	np:p=rn_dem2
00:01:52.604	112.604	00:01:52.782	112.782	00:00:00.178	0.178	280117_10_Hamid_Clandividing 028	kihiyaa	=yaa	=that	=pron	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	np:p=rn_dem2
00:01:52.782	112.782	00:01:53.314	113.314	00:00:00.532	0.532	280117_10_Hamid_Clandividing 028	iihinʌ				they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	rn_adp=pro.h:g
00:01:52.782	112.782	00:01:53.048	113.048	00:00:00.266	0.266	280117_10_Hamid_Clandividing 028	iihinʌ	V=	DIR=	clitic=	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	rn_adp=pro.h:g
00:01:53.048	113.048	00:01:53.314	113.314	00:00:00.266	0.266	280117_10_Hamid_Clandividing 028	iihinʌ	ihinʌ	3pl	pron	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	rn_adp=pro.h:g
00:01:53.314	113.314	00:01:53.847	113.847	00:00:00.533	0.533	280117_10_Hamid_Clandividing 028	yaanʊŋ	yaanʊŋ	there	adv	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	nc
00:01:53.847	113.847	00:01:54.379	114.379	00:00:00.532	0.532	280117_10_Hamid_Clandividing 028	ŋkɘmal				they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	other
00:01:53.847	113.847	00:01:54.024	114.024	00:00:00.177	0.177	280117_10_Hamid_Clandividing 028	ŋkɘmal	N=	INS=	clitic=	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	other
00:01:54.024	114.024	00:01:54.201	114.201	00:00:00.177	0.177	280117_10_Hamid_Clandividing 028	ŋkɘmal	k(V)-	SG-	Pfx-	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	other
00:01:54.201	114.201	00:01:54.379	114.379	00:00:00.178	0.178	280117_10_Hamid_Clandividing 028	ŋkɘmal	mal	good	adj	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	other
00:01:54.379	114.379	00:01:54.912	114.912	00:00:00.533	0.533	280117_10_Hamid_Clandividing 028	adɪ	adɪ	even	adv	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	other
00:01:54.912	114.912	00:01:55.444	115.444	00:00:00.532	0.532	280117_10_Hamid_Clandividing 028	cinʌ				they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	dem1_pro:s
00:01:54.912	114.912	00:01:55.178	115.178	00:00:00.266	0.266	280117_10_Hamid_Clandividing 028	cinʌ	c(V)-	SG-	Pfx-	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	dem1_pro:s
00:01:55.178	115.178	00:01:55.444	115.444	00:00:00.266	0.266	280117_10_Hamid_Clandividing 028	cinʌ	nʌ	DEM.PROX	clitic	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	dem1_pro:s
00:01:55.444	115.444	00:01:55.977	115.977	00:00:00.533	0.533	280117_10_Hamid_Clandividing 028	ɪɪdɘŋayɪ				they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	rn_adp=np.h:g
00:01:55.444	115.444	00:01:55.577	115.577	00:00:00.133	0.133	280117_10_Hamid_Clandividing 028	ɪɪdɘŋayɪ	V=	DIR=	clitic=	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	rn_adp=np.h:g
00:01:55.577	115.577	00:01:55.710	115.71	00:00:00.133	0.133	280117_10_Hamid_Clandividing 028	ɪɪdɘŋayɪ	I-	PL-	Pfx-	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	rn_adp=np.h:g
00:01:55.710	115.71	00:01:55.843	115.843	00:00:00.133	0.133	280117_10_Hamid_Clandividing 028	ɪɪdɘŋayɪ	dɘŋa	Julut	pn	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	rn_adp=np.h:g
00:01:55.843	115.843	00:01:55.977	115.977	00:00:00.134	0.134	280117_10_Hamid_Clandividing 028	ɪɪdɘŋayɪ	=I	=SEL	=clitic	they went to find that place of theirs there suitable and also this of the Julut		280117_10_Hamid_Clandividing.WAV 110.652 115.977	rn_adp=np.h:g
00:01:56.414	116.414	00:01:56.997	116.997	00:00:00.583	0.583	280117_10_Hamid_Clandividing 029	##	##	##	##	then they		280117_10_Hamid_Clandividing.WAV 116.414 118.164	##
00:01:56.997	116.997	00:01:57.580	117.58	00:00:00.583	0.583	280117_10_Hamid_Clandividing 029	ihinʌ	ihinʌ	3pl	pron	then they		280117_10_Hamid_Clandividing.WAV 116.414 118.164	pro.h:s
00:01:57.580	117.58	00:01:58.164	118.164	00:00:00.584	0.584	280117_10_Hamid_Clandividing 029	mak	mak	then	adv	then they		280117_10_Hamid_Clandividing.WAV 116.414 118.164	other
00:01:58.351	118.351	00:01:58.868	118.868	00:00:00.517	0.517	280117_10_Hamid_Clandividing 030	idiyʌŋ				came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	v:pred
00:01:58.351	118.351	00:01:58.480	118.48	00:00:00.129	0.129	280117_10_Hamid_Clandividing 030	idiyʌŋ	V-	PAST-	Pfx-	came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	v:pred
00:01:58.480	118.48	00:01:58.609	118.609	00:00:00.129	0.129	280117_10_Hamid_Clandividing 030	idiyʌŋ	di	walk	v	came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	v:pred
00:01:58.609	118.609	00:01:58.738	118.738	00:00:00.129	0.129	280117_10_Hamid_Clandividing 030	idiyʌŋ	-y	-EP	-Sfx	came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	v:pred
00:01:58.738	118.738	00:01:58.868	118.868	00:00:00.130	0.13	280117_10_Hamid_Clandividing 030	idiyʌŋ	-Vŋ	-VENT	-Sfx	came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	v:pred
00:01:58.868	118.868	00:01:59.386	119.386	00:00:00.518	0.518	280117_10_Hamid_Clandividing 030	##	##	##	##	came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	##
00:01:59.386	119.386	00:01:59.904	119.904	00:00:00.518	0.518	280117_10_Hamid_Clandividing 030	Ø	Ø	Ø	Ø	came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	0.h:a
00:01:59.904	119.904	00:02:00.422	120.422	00:00:00.518	0.518	280117_10_Hamid_Clandividing 030	diyʌŋ				came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	lv_svc
00:01:59.904	119.904	00:02:00.076	120.076	00:00:00.172	0.172	280117_10_Hamid_Clandividing 030	diyʌŋ	di	walk	v	came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	lv_svc
00:02:00.076	120.076	00:02:00.249	120.249	00:00:00.173	0.173	280117_10_Hamid_Clandividing 030	diyʌŋ	-y	-EP	-Sfx	came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	lv_svc
00:02:00.249	120.249	00:02:00.422	120.422	00:00:00.173	0.173	280117_10_Hamid_Clandividing 030	diyʌŋ	-Vŋ	-VENT	-Sfx	came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	lv_svc
00:02:00.422	120.422	00:02:00.939	120.939	00:00:00.517	0.517	280117_10_Hamid_Clandividing 030	kɔlɔɔl	kɔlɔɔl	driving	vn	came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	v:pred
00:02:00.939	120.939	00:02:01.457	121.457	00:00:00.518	0.518	280117_10_Hamid_Clandividing 030	ɪhwaana				came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	np.h:p=rn_dem1
00:02:00.939	120.939	00:02:01.198	121.198	00:00:00.259	0.259	280117_10_Hamid_Clandividing 030	ɪhwaana	ɪhwaa	people	npl	came, came to direct their people they went to this place		280117_10_Hamid_Clandividing.WAV 118.351 124.564	np.h:p=rn_dem1
